color,description,fuel,guarantee,history,make,mileage,model,owners,power,price_euro,seller,transmission,weight,year
,"Deze vrijwel nieuwe BMW 530E xDrive Touring beschikt over een aantal mooie opties zoals het elektrisch bedienbare panoramadak, het M Sport pakket met de fraaie 19"" velgen, Adaptieve cruisecontrol, vollederen interieur met ruit (Sensatec geperforeerd) en fraaie essenhout interieursierlijsten. De auto heeft nog 15 maanden fabrieksgarantie en de kilometerstand is zeer onderscheidend. Deze BMW 530e is afkomstig van de BMW dealer en BMW dealer onderhouden. Een Duitse occasion van topkwaliteit met mooie opties en kilometerstanden? Der Wagen Premier Mobiles levert rijplezier met garantie en All-Inclusive prijzen. Kijk voor ons complete aanbod op  - Garantie - 100 punten check - Inruil mogelijk - Financiering mogelijk - Geen afleverkosten Onze auto's zijn dealeronderhouden en afkomstig van erkende dealerbedrijven. Wij werken op afspraak en adviseren om eerst contact met ons op te nemen voordat u onze showroom bezoekt.  Bel of WhatsApp ons op:  of mail  Tellerstand:  Carrosserievorm:  Aantal deuren:  Brandstofsoort:  Bouwjaar:  Transmissie:  Kleur:  Kleurnaam:  Interieur:  Bekleding:  Interieurnaam:  Onderhoudshistorie aanwezig:  Fabrieksgarantie tot:  Aantal maanden fabrieksgarantie:  Motorinhoud:  Aantal cilinders:  Vermogen:  Koppel:  Ledig gewicht:  Max. massa voertuig:  Max. trekgewicht:  Energielabel:  Emissieklasse:  Acceleratie (0-100 km/h):  Topsnelheid:  Gemiddeld verbruik (gecombineerd):  BTW/Marge:  We zien je graag! We hebben ons uiterste best gedaan om alle informatie in deze advertentie correct weer te geven. Er kunnen echter geen rechten worden ontleend aan de verstrekte informatie in de advertentie. Vertrouw niet alleen op deze informatie, maar controleer altijd zelf de zaken welke voor jouw belangrijk zijn en je beslissing zouden kunnen beïnvloeden. Neem contact op met de verkoper voor aanvullende vragen.",Stroom,3,Ja,BMW,25488,530,1,215,46750.0,Autobedrijf,Automatisch,,12/2022
,"Deze prachtige Jaguar F-Pace 2.0 P400e PHEV R-Dynamic is afkomstig van de éérste eigenaar en verkeerd in zeer nette staat. De auto is volledig dealer onderhouden. Deze prachtige P-face is vol met opties zoals: R-dynamic interieur en exterieur, Panoramadak, Head up Display, Adaptief cruise, Lane assist, Stoelverwarming, Elektrisch verstelbare stoelen, etc etc. Deze auto wordt standaard afgeleverd met 6 maanden garantie. Dit valt in onze ruime service en hier hoeft u niet extra voor te betalen! Daarnaast worden onze auto's voorzien van een uitgebreide aflevercontrole en indien noodzakelijk een nieuwe APK. Financieren is bij ons mogelijk. Vaak kunnen wij u binnen één dag al een voorstel doen met de mogelijkheden. Wij ruilen uw huidige auto graag in. Voor een volledige en correcte taxatie ontvangen wij graag informatie over uw auto en duidelijke foto's. Vraagprijs: €46.950,- Inruilprijs: €47.950,- Broekhuizerstraat 20 C 7031GZ Wehl +31639318009 verkoop@autohelders.nl www.autohelders.nl We hebben ons uiterste best gedaan om alle informatie in deze advertentie correct weer te geven. Er kunnen echter geen rechten worden ontleend aan de verstrekte informatie in de advertentie. Vertrouw niet alleen op deze informatie maar controleer altijd zelf de zaken welke voor jouw belangrijk zijn en je beslissing zouden kunnen beïnvloeden. Neem contact op met de verkoper voor aanvullende vragen.",Stroom,12,,Jaguar,79455,F-Pace,,221,46950.0,Autobedrijf,Automatisch,,07/2021
,"Een Duitse auto biedt altijd iets meer: betere rijeigenschappen, meer comfort, meer bouwkwaliteit. De benzinemotor koppelt soepele prestaties aan een gunstig brandstofverbruik. De luchtvering biedt veel pluspunten, variërend van optimaal wegcontact en aerodynamica, tot en met constante rijhoogte en uitstekende demping van oneffenheden. Bestuurder en bijrijder krijgen een warm welkom: deze Porsche Cayenne is voorzien van verwarmbare voorstoelen. De comfortstoelen van deze Porsche Cayenne staan bekend om hun goede zithouding. Licht en lucht komen onbelemmerd binnen als het elektrisch bediende glazen panoramadak met één druk op de knop wordt geopend. Een praktische extra is de elektrisch bedienbare achterklep die opent en sluit met een druk op de knop. De kwaliteit van de matrix LED-verlichting geeft het gevoel dat u bij daglicht rijdt. Bij de uitrusting van deze Porsche horen onder meer 19 inch lichtmetalen velgen, adaptief dempingsysteem, warmtewerend glas, adaptief onderstel, trailer assistent en dakspoiler.  De vier camera's die samen de 360 graden camera vormen, bieden u de mogelijkheid om obstakels in elke richting te zien. Als u de adaptive cruise control inschakelt, regelt de auto zelf de snelheid en de afstand tot de auto voor u. Bedient u de auto liever met uw stem? Dan is het goed om te weten dat spraakbediening aanwezig is. Omdat u niet elke dag met een aanhanger of caravan op pad bent, is er de elektrisch inklapbare trekhaak. U weet altijd hoe de auto eraan toe is dankzij Connected Services. Ook handig voor de garage en de wegenwacht. Even de app uitlezen en klaar! Deze Porsche is voorzien van full map navigatiesysteem, electronic climate control, sportstuur met schakelpaddels, digitale radio, regensensor en centrale deurvergrendeling met afstandsbediening.  De Porsche Cayenne is uw trouwe partner onderweg, want hij houdt continu voor u de situatie op en om de weg in de gaten. Volautomatische veiligheidssystemen kunnen daarbij ingrijpen om u voor gevaarlijke situaties te behoeden. De sensor van het forward collision warning-systeem registreert permanent de afstand tot voorliggers en grijpt in als een botsing dreigt. Deze Porsche Cayenne is voorzien van lane assist. Daarmee wordt u tijdig gewaarschuwd als u ongemerkt over de lijnen van uw rijstrook gaat. De veiligheid van deze auto wordt verder verhoogd door dodehoekdetectie, hill hold functie, brake assist en bandenspanningcontrolesysteem.  Vanzelfsprekend leveren wij deze auto met Bovag Garantie. Natuurlijk bent u van harte welkom om deze Porsche in ons bedrijf te komen bekijken. Laat u ons weten wanneer u wilt komen? - Al onze auto’s boven de €4500,- worden afgeleverd inclusief. - Rijklaarprijs . - Onderhoud volgens fabrieks--schema. - Nieuwe A.P.K keuring . - Reinigen binnen en buitenzijde. - 15 Liter brandstof. - 12 Maanden BOVAG Garantie. - Tenaamstelling kenteken en leges. Tevens is het mogelijk om uw huidige auto in te ruilen. Zo is rijklaar ook echt rijklaar! zonder bijkomende kosten! Heeft deze advertentie uw interesse gewekt dan bent u van harte welkom voor een bezichtiging in onze showroom aan de Jonge Voolweg 39 te Wormerveer. Voor informatie of voor het maken van een afspraak kunt u contact opnemen met Reinier Wijker of Mitchell Wijker op tel.nr 075-6213405  BGG.06-20496350  WhatsApp 06-20496350 De koffie staat voor u klaar. !!! Abc Auto’s Jonge voolweg 39 1521 RH Wormerveer http://abcautos.nl Modelreeks:  Gecombineerd vermogen:   (476 PK) Vermogen elektromotor(en):   (136 PK) Vermogen brandstofmotor:   (476 PK) Koppel:  Tankinhoud:  Actieradius:  Acceleratie (0-100):  Topsnelheid:  Afmetingen (LxBxH):  Wielbasis:  Laadvermogen:  GVW:  Max. trekgewicht:   (ongeremd 750 kg) Gemiddeld brandstofverbruik:   (1 op 32,3) Energielabel:  Onderhoudsboekjes:  Aantal sleutels:  BTW/marge:  Motorrijtuigenbelasting:   per kwartaal   Dit afleverpakket bevat: BOVAG garantie (6 maanden); BOVAG 40-Puntencheck; BOVAG Afleverbeurt",Elektro/Benzine,12,Ja,Porsche,47825,Cayenne,2,350,88950.0,Autobedrijf,Automatisch,,03/2022
,"net binnen zeer complete GLC voorzien van onder andere:  P29 - AMG Interieur  P31 - AMG Exterieur  P55 - Nightpakket P17 - KEYLESS GO-comfortpakket 632 - Led Koplampen  RTX - 20 inch Lm velgen 840 - Getint glas achter 235 - Park pilot (parkeersensoren voor en achter) 859 - 10,25 inch mediadisplay 513 - Verkeersbordenassistent P44 - Parkeerpakket met camera 537 - DAB 14U - Apple carplay 345 - Regensensor 873 - Stoelverwarming P49 - Spiegelpakket 890 - Elektrisch bedienbare kofferklep 846 - Treeplanken in aluminiumlook met rubbernoppen 550 - Wegklapbare trekhaak Onderhoudsbeurten:  Op 09-12-2020 bij 1 Km  Op 12-01-2022 bij 11.085 Km  Op 24-01-2023 bij 20.302 Km Op 19-07-2023 bij 23.680 Km  Op 08-07-2024 bij 34.641 Km  Huidige Km stand 37.082 Km  Wij leveren de auto rijklaar af inclusief - 12 maanden wettelijke garantie - Technische controle - 3 maanden of 5.000 km onderhoudsvrij - Geldige APK - Complete poetsbehandeling  Optioneel afleverpakket Premium € 995,- - 12 maanden BOVAG garantie (maximaal 20.000 Km na aflevering)  - Onderhoudsbeurt volgens fabriekseisen  - 25% korting op de volgende onderhoudsbeurt - Altijd gratis APK keuring i.c.m. onderhoud - Complete poetsbehandeling Van Driel Automotive! Sinds 2012 hét adres voor onderhoud en verkoop van jonge gebruikte én nieuwe auto’s. In onze showroom aan de Jacobus Spijkerdreef 10 in Hoofddorp, staan altijd rond de 120 occasions op een nieuwe eigenaar te wachten. Op dit adres is ook Van Driel Lease B.V. gevestigd. Geïnteresseerd in lease? Informeer naar de mogelijkheden van leaseconstructies voor nieuwe en ‘jong’ gebruikte auto’s. Verder vind je onze autoverhuurafdeling ‘Oscar’ en de marketingafdeling op de Jacobus Spijkerdreef 10, Hoofddorp. Voor onderhoud en reparaties ga je naar de Opaallaan 2-6 in Hoofddorp. In onze hypermoderne werkplaats staat een team van 18 technici klaar. Zij verzorgen onderhoud (mét behoud van fabrieksgarantie), klein schadeherstel en (complexere) reparaties, diagnoses, revisies en EV- onderhoud. Bovendien zorgt dit team voor het (handmatig) wassen van je auto en detailing. Deze advertentie en de inhoud ervan is met de grootst mogelijke zorg samengesteld. Het is echter mogelijk dat in de gehanteerde advertentietekst bepaalde opties en/of accessoires zijn vermeld welke niet op deze specifieke auto aanwezig zijn. Modelreeks:  Modelcode:  Koppel:  Plug-in hybride:  Tankinhoud:  Acceleratie (0-100):  Topsnelheid:  Accu laden:  Wielbasis:  Gemiddeld brandstofverbruik:   (1 op 50,0) Gemiddeld elektriciteitsverbruik:  Energielabel:  BTW/marge:  Motorrijtuigenbelasting:   per kwartaal Neem voor meer informatie contact op met Nick Jorritsma",Elektro/Benzine,Ja,,Mercedes-Benz,37082,GLC 300,,235,43950.0,Autobedrijf,Automatisch,,12/2020
,"BMW M3 Competition: De Ultieme Rijervaring Stap in de BMW M3 Competition en ervaar de perfecte balans tussen pure kracht, verfijning en precisie. Met zijn adembenemende 450 pk en een indrukwekkende acceleratie van 0-100 km/u in slechts 3,9 seconden, laat deze sportwagen niets aan de verbeelding over. Zijn aerodynamische design, M-specifieke details en luxe interieur zorgen ervoor dat elke rit een onvergetelijke ervaring is. Of je nu op het circuit bent of op de snelweg, de BMW M3 Competition biedt ongeevenaarde prestaties en ultiem rijplezier.  BMW M3 Competition - Kracht. Precisie. Passie. Bij Hybride Automotive te bewonderen. Check de uitgebreide fotoreportage op onze site. Prod. Date 2018-05-05 Type M3 Series F80 (M Series) Body Type Sedan Steering Left Hand Drive Engine S55 Displacement 3 Power 317kw / 431hp Drive HECK Colour Special paint (490) Upholstery Leather ""Merino""/silverstone 2 (LKA9) Editions And Packages S7MN M Competition Package S7M9 Individual Option High-Gloss Shadow-Line S7MA Co Vindt voor jou de top in iedere klasse! Wij zijn Hybride Automotive in Kampen. Een bedrijf dat autopassie combineert met een diepgeworteld streven naar perfectie. Allemaal om jouw wensen op een topniveau te realiseren. Wat voor soort of merk occasion je ook zoekt: Hybride Automotive vindt voor jou de top in iedere klasse!   Koop je bij ons een occasion? Dan kun je ervan op aan dat deze uitvoerig is nagekeken door Bosch Car Service APK Kampen. Onze werkplaatspartner voert namelijk bij al onze auto’s de BOVAG 40-Puntencheck uit. Ook krijgt je nieuwe occasion een onderhouds- en poetsbeurt, inclusief vakkundige reiniging. We leveren je auto standaard af met een nieuwe mattenset en 12 maanden BOVAG-garantie. Alle Hybride Automotive-auto’s zijn volledig rijklaar. We rekenen dan ook géén rijklaarkosten!   Hybride Automotive is officieel verkooppartner van Bosch Car Service APK Kampen. Energielabel:  100% Onderhouden:  Garantielabel:  BOVAG 40-Puntencheck:  BOVAG Afleverbeurt:  BTW/marge:  Motorrijtuigenbelasting:   per kwartaal Optioneel afleverpakket (zonder meerprijs): All Dit afleverpakket bevat: BOVAG garantie (12 maanden); Geen BOVAG 40-Puntencheck; Geen BOVAG Afleverbeurt; Geen nieuwe APK Kenteken: ",Benzine,12,Ja,BMW,91102,M3,,331,67995.0,Autobedrijf,Automatisch,,05/2018
,"Op al onze occasions die wij aanbieden boven de € 4500,- geven wij altijd 12 maanden BOVAG garantie. Voor (semi)klassiekers die 15 jaar of ouder zijn gelden andere voorwaarden. Wij hanteren rijklaar-prijzen, dus geen extra kosten. Wij zijn inmiddels 32 jaar gespecialiseerd in jong gebruikte auto's  Voor onderhoud & reparatie bent u welkom in onze werkplaats. Tot ziens. Modelreeks:  Modelcode:  Koppel:  Tankinhoud:  Acceleratie (0-100):  Topsnelheid:  Afmetingen (LxB):  Wielbasis:  Laadvermogen:  GVW:  Max. trekgewicht:   (ongeremd 650 kg) Fijnstofuitstoot:  Energielabel:  Technische staat:  Optische staat:  Staat interieur:  Aantal sleutels:  BTW/marge:  Motorrijtuigenbelasting:   per kwartaal BOVAG Afleverbeurt:  Inbegrepen afleverpakket:   Onze vraagprijs is inclusief afleverbeurt, nieuwe APK, poetsbeurt en 12 maanden Bovag garantie. Dus geen extra kosten Dit afleverpakket bevat: BOVAG garantie (12 maanden); BOVAG Afleverbeurt; Nieuwe APK Airconditioning:  Storingsmelding:  Bandenset: ",Benzine,12,Ja,BMW,102545,118,,100,16880.0,Autobedrijf,Handgeschakeld,,04/2018
,"Bekijk de   op autohero.com voor meer informatie over de onderhoudshistorie, autogegevens, tekenen van slijtage en andere details. https://www.autohero.com/NL/hyundai-tucson/id/de001feb-b317-4560-997a-a2110d8f63b5/?utm_source=CLA&utm_medium=classifieds&utm_campaign=classifieds_NL",Benzine,12,Ja,Hyundai,56316,TUCSON,2,130,23149.0,Autobedrijf,Automatisch,,07/2019
,"Bekijk de   op autohero.com voor meer informatie over de onderhoudshistorie, autogegevens, tekenen van slijtage en andere details. https://www.autohero.com/NL/bmw-x-3/id/daf66cc1-2185-4c59-ac06-7f9718076883/?utm_source=CLA&utm_medium=classifieds&utm_campaign=classifieds_NL",Benzine,12,,BMW,136055,X3,1,135,27849.0,Autobedrijf,Automatisch,,01/2019
,"Bekijk de   op autohero.com voor meer informatie over de onderhoudshistorie, autogegevens, tekenen van slijtage en andere details. https://www.autohero.com/NL/volvo-xc-60/id/0cfc87fc-8287-43ca-8cb2-08f022dec77a/?utm_source=CLA&utm_medium=classifieds&utm_campaign=classifieds_NL",Benzine,12,,Volvo,49662,XC60,2,145,37349.0,Autobedrijf,Automatisch,,06/2021
,"Bekijk de   op autohero.com voor meer informatie over de onderhoudshistorie, autogegevens, tekenen van slijtage en andere details. https://www.autohero.com/NL/bmw-x-3/id/3fb761c1-8398-4e68-9bbf-fec0192a5c83/?utm_source=CLA&utm_medium=classifieds&utm_campaign=classifieds_NL",Benzine,12,,BMW,121175,X3,1,135,30149.0,Autobedrijf,Automatisch,,11/2018
,"Heeft u een auto gezien die uw interesse heeft gewekt? Neem dan contact met ons op voor een afspraak of taxatie van uw huidige auto op afstand. Verder bieden wij verschillende mogelijkheden voor aflevering, onderhoud en garantie van uw nieuwe auto.  Wij bieden onze auto's aan incl. alle onvermijdelijke kosten en excl. onze afleverpakketten. Voor meer informatie over deze pakketten verwijzen wij u door naar onze website: https://hvauto.nl/aflevering-en-garantie/  Vrijwel alle inruil is mogelijk en ook voor een financiering maken wij graag een persoonlijk voorstel.  Voor verdere informatie of het maken van een afspraak kunt u contact opnemen met Harm van der Veen: 06-22450474, Dirk Kruisheer: 06-22790029 of Henk Oostingh: 06-27152601 Ons mailadres is info@hvauto.nl.  Hoewel alle gegevens met de grootst mogelijke zorgvuldigheid zijn samengesteld is hvauto.nl niet aansprakelijk voor eventuele druk-, zet-, prijs-, en programmeerfouten. Alle afbeeldingen zoals deze getoond worden, zijn auteursrechtelijk beschermd en mogen niet worden gebruikt door derden. Modelreeks:  Koppel:  Wielbasis:  Accu laden:  Accu snelladen:  Acceleratie (0-100):  Topsnelheid:  Energielabel:  Onderhoudsboekjes:  Aantal sleutels:  BTW/marge:  Motorrijtuigenbelasting:  Fabrieksgarantie tot:  Optioneel afleverpakket (€ 795):   Inclusief benodigde onderhoudsbeurt bij de betreffende merkdealer van het merk auto. Controle op terugroepacties en uitvoeren van eventuele updates (exclusief navigatie) https://www.bovag.nl/BovagWebsite/media/BovagMediaFiles/Downloads/Garantie%20en%20voorwaarden/Algemene-Garantievoorwaarden-Auto-1-2-2018.pdf Dit afleverpakket bevat: BOVAG garantie (12 maanden); BOVAG 40-Puntencheck; BOVAG Afleverbeurt; Nieuwe APK",Stroom,Ja,Ja,MG,33928,MG4,,,17950.0,Autobedrijf,Automatisch,,03/2023
,"Keurig onderhouden Nissan Qashqai, voorzien van 4 bijna nieuwe allseasonbanden. Al onze auto’s worden bij binnenkomst gecontroleerd door onze werkplaats. Hierdoor hebben wij én u zicht op de uitgevoerde werkzaamheden en de te verwachten werkzaamheden. Daarnaast worden onze occasions standaard voorzien van een vloeistoffencontrole, minimaal 6 maanden APK en een poetsbeurt.   Daarnaast kan deze auto worden afgeleverd met een optioneel afleveringspakket van 795,-, bestaande uit : een onderhoudsbeurt volgens schema, aircoservicebeurt, een nieuwe APK en een jaar lang 24 7 Mobiliteitsservice in binnen- en buitenland.    Autobedrijf Berenpas B.V is naast Suzuki dealer en Nissan specialist tevens lid van CarProf, de garage voor alle merken voor Eibergen en omstreken. Voor informatie belt u op nummer 0545-471280. U kunt ons ook vinden op onze Facebook pagina Autobedrijf Berenpas B.V. Voor nog meer gemak, download GRATIS onze Autobedrijf Berenpas app in de App Store of Google Play Store.     12 maanden BOVAG garantie    - Airbag Bestuurder - Airbag Passagier - Airbag, zijdelings voor 2x - Gordijn/hoofd airbags voor - Gordijn/hoofd airbags achter - Airconditioning, automatisch - Radio DAB - Navigatiesysteem - Navigatiesysteem Full Map - USB aansluiting - Aux aansluiting - Bluetooth carkit - Lederen bekleding - Half lederen bekleding - Panorama dak - Dakrails - Dakrails aluminium - ESP - EBD - ASR Anti doorslip regeling - Elektrische ramen voor - Elektrische ramen achter - Cruise control - Regensensor - Automatisch dimmende binnenspiegel - ABS - Bandenspanningscontrole - Achteruit rij camera - Surround view camera - Parkeerassistent - Startonderbreking - Bumpers in kleur van de carrosserie - Park control voor en achter - Onderhoudsboekje aanwezig - Dealeronderhouden - Hoofdsteunen achter - Deelb. achterbank (ongelijke delen) - Rokersvrije auto - Mistlampen - LED-koplampen - Middenarmsteun voor - Middenarmsteun - Middenarmsteun achter - Stuurbekrachtiging - Stuurbekrachtiging, snelheidsafhankelijk - Dodehoek detectie - Verkeersbordenherkenning - Bekerhouder voor - Warmtewerend getint glas - Verwarmde voorruit - El. verstelbare spiegels, verwarmd - Buitenspiegels in kleur van carrosserie - Buitenspiegels inklapbaar - Electr. buitenspiegel verstelbaar en inklapbaar - Lederen stuur - Multifunctioneel stuur - Verstelbaar stuur - Buitentemperatuurmeter - Lichtmetalen velgen - Lichtmetalen velgen 17 inch - Bestuurdersstoel hoogte verstelbaar - Passagiersstoel hoogte verstelbaar - Stoelverwarming voor - El. verst. best. stoel - Kinderzitje voorbereiding ISOfix - Achteruitrij assistent - Keyless entry - Vermoeidheids herkenning - Rijstrooksensor - Multimedia-voorbereiding - Lendesteunen (verstelbaar) - Lederen stuurwiel en versnellingspook - LED dagrijverlichting - LED achterlichten - Keyless start - Koplampen adaptief - Hoofdsteunen anti-whiplash - Hill hold functie - Extra getint glas achter - Dimlichten automatisch - Grootlichtassistent - Brake Assist System - Chroom delen exterieur - Autonomous Emergency Braking - Audioinstallatie met CD-speler",Benzine,12,Ja,Nissan,143425,Qashqai,,85,14950.0,Autobedrijf,Handgeschakeld,,03/2018
,"Deze   is verkrijgbaar in ons  , je bent van harte welkom om bij ons langs te komen voor  persoonlijk advies en een bezichtiging. Kijk ​​ook op Autohero.com voor meer informatie over de onderhoudsgeschiedenis, autogegevens, tekenen van slijtage en andere details. Mijlweg 61 3316 Dordrecht, Nederland Openingstijden: Ma - Do: 9.00 - 18.00 uur Vr - Za: 9.00 - 17.00 uur We bieden verschillende financieringsmogelijkheden, afgestemd op jouw behoeftes en wensen. Hebben wij jouw interesse gewekt? Maak dan eenvoudig een bezichtigingsafspraak! https://www.autohero.com/NL/mercedes-benz-c-klasse/id/83e60147-9767-4305-be3b-252327be5af1/?utm_source=CLA&utm_medium=classifieds&utm_campaign=classifieds_NL : Aantal eigenaren: 2.",Stroom,12,,Mercedes-Benz,116313,C 300,2,235,27449.0,Autobedrijf,Automatisch,,06/2021
,"Bekijk de   op autohero.com voor meer informatie over de onderhoudshistorie, autogegevens, tekenen van slijtage en andere details. https://www.autohero.com/NL/suzuki-vitara/id/469d3d73-f42e-45c3-9b60-cce7fef222e6/?utm_source=CLA&utm_medium=classifieds&utm_campaign=classifieds_NL",Stroom,12,Ja,Suzuki,23852,Vitara,1,85,22549.0,Autobedrijf,Automatisch,,09/2022
,"1e toelating 30-03-2010, direct als youngtimer in te zetten. Onderhoud: Bij binnenkomst volledig gecontroleerd, inclusief 4 nieuwe Goodyear zomerbanden, direct rijklaar. Lak: 0475 black-sapphire metallic Bekleding: NACX Leder ""Nappa/oyster"" Versie van de navigatie kaarten 2025-1 Afkomstig van de 1e eigenaar. Inclusief 6 maanden BOVAG garantie Kenteken: HKL-53-R Wij rekenen geen afleveringskosten! Fabreksopties: 01CD Brake Energy Regeneration 0223 Adaptief onderstel 0229 Dynamic Drive 0230 EU-specifieke extra werkzaamheden 0255 Sportstuurwiel leder 0258 Banden met noodloopeigenschappen 02K3 BMW LM velg met nieuwe zomerbanden 02TB Sport aut. transmissie 02VA Onderstelaanpassing ""Adaptive Drive"" 02VH Integrale actieve besturing 0319 Geintegreerd universele afstandsbedienin 0322 Comforttoegangssysteem 03AG Achteruitrijcamera 0403 Glasdak elektr. 0423 Vloermat velours 0428 Gevarendriehoek en verbandspakket 0430 Binnen-/buitenspiegel, aut. dimmend 0453 Stoelventilatie voorstoelen 0456 Zitting comfort met geheugen 0464 Skizak 0465 Neerklapbare achterbank 0488 Lendensteun bestuurder en passagier 0494 Stoelverwarming bestuurder/passagier 04CE Edelhoutuitvoering fineline antraciet 04NB Autom.airconditioning met 4-zoneregeling 04UR Sfeerverlichting 0502 Koplamp reinigingsintallatie 0508 Park Distance Control (PDC) 0522 Xenon licht 0524 Adaptieve bochtverlichting 0548 Kilometersnelheidsmeter 05AC Grootlichtassistent 05AG Waarsch. rijbaanwijziging 05DF Actieve snelh.regeling+Stop&Go functie 0609 Navigatiesysteem Professional 0610 Head-Up Display 0612 BMW Assist 0614 Internet voorbereiding 0615 Uitgebreide BMW Online-informatie 0616 BMW Online 0620 Spraakinvoersysteem 0633 Voorbereiding mobiele telefoon Business met Bluetooth-interface 0677 HiFi System Professional DSP 0698 Area-Code 2 voor DVD 06AA BMW TeleServices 06AB Aansturing teleservices 06FL USB-/audio-interface 06NF Muziek-interface voor smartphone 07A2 Innovatiepakket II 07SP Navi Prof./Mob. tel. voorber. Bluetooth 08KA Olieverversingsinterval 24 mnd/30.000 km 08SC Telematics access request,country-spec. 08TF Actieve voetgangersbescherming 08TH Verkeersbordherkenning 08V1 Sticker A090 AGM-accu 90 Ah JVB Auto's gevestigd in Zeewolde sinds 2002, wij zijn gespecialiseerd in onderhoud en verkoop van BMW & MINI. Een online bezichtiging van de voorraad is geen probleem, maak een afspraak met ons voor een Facetime of Skype bezoek aan onze showroom. Op onze website staan meer foto's van de door ons aangeboden voertuigen. Daarnaast ziet u in de omschrijving de fabriek's opties en coderingen van de aangeboden BMW's en MINI's. Aan deze advertentie kunnen geen rechten worden ontleend, controleer bij aankoop de zaken die uw beslissing zouden kunnen beïnvloeden. Maandag tot en met vrijdag zijn we Geopend van 09:00 – 17:30 en op zaterdag op afspraak. Daarnaast telefonisch bereikbaar op 036 522 5358 of op 06 11 350 643 (ook middels Whatsapp) Bandenmaat:  Topsnelheid:  Afmetingen (LxBxH):  Wielbasis:  Laadvermogen:  GVW:  Max. trekgewicht:   (ongeremd 750 kg) Onderhoudsboekjes:  Aantal sleutels:  BTW/marge:  Motorrijtuigenbelasting:   per kwartaal BOVAG 40-Puntencheck:  Inbegrepen afleverpakket:   Onze auto's worden afgeleverd in een goede en veilige conditie en standaard incl. 6 maanden BOVAG garantie. Dit afleverpakket bevat: BOVAG garantie (6 maanden); BOVAG 40-Puntencheck; Afleverbeurt, Kilometerstand kloppend en aantoonbaar, Reinigen binnen/buiten, Tenaamstellen/vrijwaren, Voldoende APK, Voldoende brandstof",Benzine,6,Ja,BMW,70640,535,,225,29950.0,Autobedrijf,Automatisch,,03/2010
