color,description,fuel,guarantee,history,make,mileage,model,owners,power,price_euro,seller,transmission,weight,year
,"Deze auto komt in aanmerking voor de volgende Autotrust pakketten: Instap Garantie 6/12/24 maanden Vraag naar de prijzen/voorwaarden! Pars Bedrijfsauto's Wij zijn een bedrijf met zeer interessante occasions op voorraad.  In onze showroom treft u een compleet aanbod van geheel betrouwbare occasions van alle merken aan.  Deze kunt u rustig bekijken onder het genot van een kopje koffie. Tevens behoren inruil ook tot de mogelijkheden. Groningerstraat 7,  7418 BX Deventer Tel: 06-20885055 www.parsbedrijfsautos.nl Openingstijden: Maandag t/m Zaterdag 09:00 tot 18:00  Zondag op afspraak www.parsbedrijfsautos.nl Vermogen:   (150 PK) Vermogen elektromotor(en):   (102 PK) Plug-in hybride:  Bandenmaat:  Acceleratie (0-100):  Topsnelheid:  Accu laden:  Afmetingen (LxBxH):  Wielbasis:  Laadvermogen:  GVW:  Max. trekgewicht:   (ongeremd 750 kg) Gemiddeld brandstofverbruik:   (1 op 66,7) Gemiddeld elektriciteitsverbruik:  Energielabel:  Onderhoudsboekjes:  Aantal sleutels:  Motorrijtuigenbelasting:   per kwartaal",Elektro/Benzine,,Ja,Volkswagen,197056,Golf GTE,,110,12550.0,Autobedrijf,Automatisch,,06/2015
,"BMW 3-Serie Touring M3 xDrive Competition | AC Schnitzer | 610PK | Garantie tot 2027 | M-Race Track Pack Deze unieke BMW 3-serie Touring M3 xDrive Competition is een ultieme sportieve combinatie van kracht, luxe en prestaties. Met 610 pk, dankzij de upgrades van AC Schnitzer, biedt deze wagen ongeëvenaarde snelheid en controle. Het M-Race Track Pack zorgt voor nog meer rijplezier, met verbeterde prestaties voor het circuit. De wagen wordt geleverd met fabrieksgarantie tot 2027, voor gemoedsrust. Een must-have voor de echte BMW-liefhebber! INRUIL IS BIJ ONS ALTIJD MOGELIJK! Wilt u uw huidige auto inruilen? Stuur ons eenvoudig foto's en informatie van uw voertuig en ontvang snel een prijsopgave: Via WhatsApp: 06-28524587 Via e-mail: info@rijnmond-automotive.nl Heeft u interesse of een vraag? Aarzel dan niet om contact met ons op te nemen! Bel of mail ons en wij staan u graag te woord. Belangrijke informatie: Auto's worden niet vastgehouden zonder aanbetaling. Maak altijd een afspraak en bel van tevoren om de actuele beschikbaarheid van de auto te checken voordat u bij ons langs komt. U kunt ook in de avond of in het weekend bij ons terecht, maar wel op afspraak. Wij plaatsen onze auto's via het occasion manager platform van VWE, waarbij optielijsten automatisch worden ingevuld. We zijn echter niet aansprakelijk voor eventuele (spel)fouten of afwijkingen in de optie-informatie. Neem contact met ons op voor de exacte uitvoering van de auto. Wij zijn RDW Erkend en aangesloten bij Bovag, wat garant staat voor kwaliteit en betrouwbare service. Contactinformatie: Telnr: 010-3216186 / Mob: 0634139076 of mail ons op info@rijnmond-automotive.nl Acceleratie (0-100):  Topsnelheid:  Laadvermogen:  GVW:  Wielbasis:  Energielabel:  Onderhoudsboekjes:  Schade:  Aantal sleutels:  BTW/marge:  Motorrijtuigenbelasting:   per kwartaal",Benzine,,Ja,BMW,18717,M3,,449,138995.0,Autobedrijf,Automatisch,,02/2023
,"Prachtige Audi Q8. Dit mooie exemplaar is perfect onderhouden en door ons voorzien van het Maxton pakket. Het interieur nadert nieuwstaat. De auto kent geen huisdieren en geen rokers. De komende tijd kunt u dus zorgeloos rijden in een perfect uitgevoerde Audi Q8 in de prachtige grijze kleur. Inruil mogelijk. We maken graag tijd voor je vrij. Hoewel we bijna altijd aanwezig zijn, kun je het beste een afspraak met ons maken. Bel of app ons voor een afspraak. Hartelijke groet, Team MVI-Automotive Tel: 06-57691737 (Mervyn)  Tel: 06-57422140 (Martijn) Hoewel wij alle informatie met de grootst mogelijke zorgvuldigheid samenstellen is MVI-Automotive niet aansprakelijk voor directe of indirecte schade die zou kunnen zijn ontstaan door het gebruik van deze aangeboden informatie. Aan de in deze advertentie verstrekte informatie kan op geen enkele wijze rechten worden ontleend of aanspraken worden gemaakt. Alle informatie is onder voorbehoud van druk-, zet-, prijs-, en programmeerfouten. Acceleratie (0-100):  Topsnelheid:  Afmetingen (LxBxH):  Wielbasis:  Laadvermogen:  GVW:  Max. trekgewicht:   (ongeremd 750 kg) Onderhoudsboekjes:  Schade:  Aantal sleutels:  Motorrijtuigenbelasting:   per kwartaal BOVAG 40-Puntencheck:  Garantie: ",Benzine,,Ja,Audi,101669,Q8,,250,68000.0,Autobedrijf,Automatisch,,07/2019
,"Uniek moiie en perfect onderhouden Mercedes benz C-klasse , voorzien van panoramadak, leer , en volledig AMG pakket. Welkom bij MBMotion, de specialist in jong gebruikte Mercedes Benz & Premium merken.  Personen en bedrijfswagens.  Zeer snel in  Financial Lease ( zakelijk ) en Huurkoop ( particulier )  Onze auto's worden aangeboden met een MBMotion zekerheidspakket naar wens. Wij informeren u hier graag over.  Inruil is uiteraard mogelijk. U kunt een inruilverzoek doen op de website of via whatsapp op nummer 06-21 48 29 96.  Online een Financial lease of huurkoop aanvragen gaat eenvoudig en snel, wij bieden u dezelfde dag een passend voorstel. Online maar wel persoonlijk.  Langskomen in onze mooie showroom? Graag , dat kan elke dag maar wel op afspraak.  Graag tot ziens bij MBMotion!  Martyn, Ray Modelreeks:  Modelcode:  Koppel:  Tankinhoud:  Acceleratie (0-100):  Topsnelheid:  Afmetingen (LxBxH):  Wielbasis:  Laadvermogen:  GVW:  Max. trekgewicht:   (ongeremd 710 kg) Energielabel:  Onderhoudsboekjes:  Aantal sleutels:  BTW/marge:  Motorrijtuigenbelasting:   per kwartaal Leaseprijs:   (financial lease); informeer naar de mogelijkheden en voorwaarden Garantie: ",Benzine,6,Ja,Mercedes-Benz,235484,C 180,4,115,15900.0,Autobedrijf,Automatisch,,05/2015
,"Deze Citroen C3 Picasso komt uit 2010, werd geleverd van 01-04-2009 tot 30-11-2011 en kostte toen € 20.960,-. Deze originele Nederlandse personenauto staat sinds 2010 op kenteken, is voorzien van een benzine-motor, heeft een maximum vermogen van 88 kW (120 PK) en een cilinderinhoud van 1598 cc. De personenauto heeft een topsnelheid van 188 km per uur en bereikt vanuit stilstand de 100 km/u in 11,7 seconden. Het verbruik van deze personenauto is gemiddeld 6,9 liter per 100 km en hij weegt 1253 kg. De APK is geldig tot 14-06-2025 en de wegenbelasting bedraagt gemiddeld € 198,25 per kwartaal. GEEN bijkomende Aflever of Rijklaar maak kosten Topper Auto is een universeel autobedrijf. Onze bouwjaren, tellerstanden en prijzen zijn exact vermeld en inruil van uw huidige auto is bij ons altijd mogelijk. Elke occasion word afgeleverd met NAP certificaat en een geldige Apk. Ook is het financieren en verzekeren van uw nieuwe aankoop via ons mogelijk. Al onze occasions zijn uitsluitend op afspraak te bezichtigen, daarom verzoeken wij u vriendelijk van te voren te bellen voor een afspraak. Inruil Mogelijk! Modelreeks:  Koppel:  Tankinhoud:  Acceleratie (0-100):  Topsnelheid:  Afmetingen (LxBxH):  Wielbasis:  Laadvermogen:  GVW:  Max. trekgewicht:   (ongeremd 675 kg) Interieurkleur:  Energielabel:  BTW/marge:  Motorrijtuigenbelasting:   per kwartaal Inbegrepen afleverpakket: ",Benzine,,,Citroen,101549,C3 Picasso,,88,4445.0,Autobedrijf,Handgeschakeld,,06/2010
,"Aangeboden door Hermans Collectables: Een origineel Nederlands geleverde Porsche Cayenne Coupé 3.0 E-Hybrid Platinum Edition uit 2023 met maar liefst 470pk! De Porsche is uitgevoerd in de kleur ''Schwarz'' in combinatie met het Carbon-Design pakket. 22"" Turbo GT wielen en de leder/stoffen sportstoelen met de welbekende 'Pepita-ruit'. De Porsche is voorzien van de volgende extra opties: Luchtvering (PASM), Sport-Design pakket, Heads-up Display, Carbon-Design pakket (Dak, diffuser, luchtdeflector, luchtinlaatrooster), 22'' Turbo GT design wielen, Soft-Close portieren, Sportuitlaat ( schakelbaar ), Sport-Chrono pakket, Matrix-LED koplampen incl. PDLS+, Grijze achterlichten, Burmester High-End Surround soundsyteem, Carbon afwerking interieur, Memory seats voor, 18-way seats, Stoelverwarming voor & achter, Porsche logo in hoofdsteun, Stuurwielverwarming, Lederen stuurwiel, Alcantara hemelbekleding, Meesturende achterwielen, Homelink Garagedeuropener, Sfeerverlichting, 360 - De Porsche heeft zeer recent een onderhoudsbeurt gekregen bij 60677km op 14-03-2025 De Porsche wordt geleverd met documentatie, reserve sleutel en 1 jaar Hermans Collectables Garantie (NL / Only applicable for Dutch customers)! Bandenmaat voor:  Bandenmaat achter:  Acceleratie (0-100):  Topsnelheid:  Afmetingen (LxBxH):  Wielbasis:  Laadvermogen:  GVW:  Max. trekgewicht:   (ongeremd 750 kg) Gemiddeld brandstofverbruik:   (1 op 31,3) Energielabel:  Onderhoudsboekjes:  Schade:  Aantal sleutels:  BTW/marge:  Motorrijtuigenbelasting:   per kwartaal",Elektro/Benzine,,Ja,Porsche,62312,Cayenne,,341,94950.0,Autobedrijf,Automatisch,,01/2023
,"Op zoek naar een compacte, stijlvolle auto die zuinig rijdt en boordevol luxe zit?  Deze Fiat 500 1.2 Sport combineert een trendy design met een sportieve uitstraling en moderne technologie.  Met zijn compacte formaat is hij ideaal voor stadsritten, terwijl het panoramadak en het sportieve interieur elke rit een plezier maken. Dankzij het navigatiesysteem, climate control en de lichtmetalen velgen biedt deze Fiat 500 niet alleen comfort, maar ook een premium uitstraling.  De zuinige 1.2 benzinemotor zorgt voor lage kosten en een soepele rijervaring, perfect voor dagelijks gebruik. Waarom zou je deze Fiat 500 moeten kopen? Interesse? Maak een proefrit en ervaar zelf waarom deze Fiat 500 de perfecte keuze is. Vakgarage Prins Auto is een BOVAG aangesloten autobedrijf. Onze klanten beoordelen ons gemiddeld met een 9.2 en 98% beveelt ons aan. Hier zijn wij erg trots op!  Wij adviseren u daarom bij aanschaf van een auto te kiezen voor een BOVAG afleverpakket. Met een van deze op maat gemaakte pakketten is uw mobiliteit gegarandeerd. Hoewel aan de informatie van deze website en de advertentie de grootst mogelijke zorg wordt besteed, kunnen wij niet aansprakelijk worden gesteld voor eventuele onjuiste informatie van welke aard dan ook.  Is voor u een optie of een accessoire belangrijk, dan adviseren wij u hier specifiek naar te vragen. Kom langs in onze showroom om de auto te bekijken, dan kunnen wij meteen al uw vragen beantwoorden. Modelreeks:  Koppel:  Tankinhoud:  Acceleratie (0-100):  Topsnelheid:  Afmetingen (LxBxH):  Wielbasis:  Laadvermogen:  GVW:  Max. trekgewicht:   (ongeremd 400 kg) Energielabel:  Aantal sleutels:  BTW/marge:  Motorrijtuigenbelasting:   per kwartaal Optioneel afleverpakket (zonder meerprijs): Bovag garantie 12 maanden inclusief Dit afleverpakket bevat: BOVAG garantie (12 maanden); BOVAG 40-Puntencheck; BOVAG Afleverbeurt",Benzine,,,Fiat,66952,500,6,51,7400.0,Autobedrijf,Automatisch,,05/2010
,"Dealerauto's Emmen is gespecialiseerd in de verkoop van jonge, veelal van de dealer afkomstige kwaliteitsoccasions.   Zoals iedereen bieden wij onze auto's aan voor internetmeeneemprijzen.   Realiseert u zich echter wel dat er soms nog kosten gemaakt moeten worden voor een onderhoudsbeurt en extra garantie. (buiten de wettelijke garantie en 12 maanden op het hart van de motor) Daarvoor bieden wij diverse garantie en onderhoud pakketten waar u een keuze uit kan maken. Dit is uiteraard optioneel en niet verplicht.   Alle moeite is genomen om de informatie in deze advertentie zo accuraat en actueel mogelijk weer te geven. Fouten zijn echter nooit uit te sluiten. Vertrouw daarom niet alleen op deze informatie, maar controleer bij aankoop de zaken die uw beslissing zouden kunnen beïnvloeden!! Modelreeks:  Koppel:  Tankinhoud:  Acceleratie (0-100):  Topsnelheid:  Afmetingen (LxB):  Wielbasis:  Laadvermogen:  GVW:  Max. trekgewicht:   (ongeremd 696 kg) Energielabel:  Motorrijtuigenbelasting:   per kwartaal   Dit afleverpakket bevat (in plaats van afleverpakket ""Internetmeeneemprijs""): Nieuwe APK",Benzine,,,Opel,192345,Grandland X,,96,11950.0,Autobedrijf,Automatisch,,03/2019
,"Deze prachtige Mitsubishi Outlander 2.0PHEV Executive Edition verkeerd in uitmuntende staat en rijdt voortreffelijk. De auto is voorzien van vele luxe zoals een leder/alcantara interieur, stoelverwarming, achteruitrijcamera, trekhaak, led etc etc. De auto wordt geleverd inclusief een nieuwe apk keuring.  Wij zijn aangesloten bij BMW en werken dan ook met de juiste, originele BMW apparatuur om onze auto's zo goed mogelijk af te leveren. Ook heeft u bij ons volledig inzicht in de volledige onderhoudshistorie van BMW, ongeacht bij welke vestiging van BMW in binnen of buitenland. Ook kunt u zien wat er door BMW is uitgevoerd aan terugroepacties of garanties. Verder zijn wij lid van de BOVAG en N.A.P. Ook voor financieringen zakelijk of particulier bent u bij ons aan het juiste adres. Modelreeks:  Koppel:  Plug-in hybride:  Tankinhoud:  Acceleratie (0-100):  Topsnelheid:  Accu laden:  Afmetingen (LxB):  Wielbasis:  Laadvermogen:  GVW:  Max. trekgewicht:   (ongeremd 750 kg) Gemiddeld brandstofverbruik:   (1 op 55,6) CO₂-uitstoot (NEDC):  Energielabel:  Onderhoudsboekjes:  Technische staat:  Optische staat:  Staat interieur:  Aantal sleutels:  BTW/marge:  Motorrijtuigenbelasting:   per kwartaal Inbegrepen afleverpakket:  Zo meeneemprijs. Bekijk ook onze aanvullende Bovag afleverpakket, hierin zit een onderhoudsbeurt volgens fabrieksopgave en digitale registratie is het BMW dealersysteem, een nieuwe apk keuring en 1 jaar volledige Bovag garantie.   Airconditioning:  Storingsmelding: ",Stroom,,Ja,Mitsubishi,139267,Outlander,2,89,15999.0,Autobedrijf,Automatisch,,07/2016
,"Bekijk de   op autohero.com voor meer informatie over de onderhoudshistorie, autogegevens, tekenen van slijtage en andere details. https://www.autohero.com/NL/skoda-kamiq/id/1acba726-f44b-4e34-9fee-ae889f791dc0/?utm_source=CLA&utm_medium=classifieds&utm_campaign=classifieds_NL",Benzine,12,Ja,Skoda,68623,Kamiq,1,70,15149.0,Autobedrijf,Handgeschakeld,,01/2020
,"Te koop deze hartstikke nette, zeer unieke en heerlijk rijdende Honda ACCORD 2.4 met pas 65.312 mijl/104.514km gereden! Deze Honda Coupé is een zeer unieke auto en echt voor een liefhebber. De lak ziet er nog hartstikke netjes uit en heeft amper krassen of deuken. Het interieur is keurig netjes en prima bijgehouden. De motor loopt perfect en je voelt gewoon aan alles dat je hier nog vele jaren plezier van hebt. Verder staat deze Accord goed op zijn banden, heeft deze een distributieketting die onderhoudsvrij is en is deze helemaal compleet met boekjes en beide sleutels! De APK verloopt in februari 2026. Kortom bent u opzoek naar zeer unieke Honda Accord wat zeker een genot is om mee te rijden? Dan is dit echt een goede keuze! Kom dus gerust een keertje langs en ik beloof u dat u niet voor niets komt. De koffie staat niet klaar maar wordt vers voor u gezet! Let op!!: tellerstand is in mijlen Deze advertentie is met grote zorg opgesteld. Toch kan het onverhoopt voor komen dat deze advertentie niet volledig is of een fout bevat. Derhalve is deze advertentie onder voorbehoud van druk- type- en spelfouten. Bandenmaat:  Acceleratie (0-100):  Laadvermogen:  GVW:  Afmetingen (LxBxH):  Bekleding:  Aantal sleutels:  BTW/marge:  Motorrijtuigenbelasting:   per kwartaal",Benzine,,Ja,Honda,65312,Accord,,140,12450.0,Autobedrijf,Automatisch,,09/2009
,"Sportieve OPC uitvoering verlaagd! Ontspannen en zorgeloos autorijden, dat doet u met deze Opel Corsa. Deze auto komt uit het bouwjaar 2014. De aandrijving van deze Opel wordt verzorgd door een viercilinder benzinemotor en een handgeschakelde versnellingsbak. Ook is de auto voorzien van: 16 inch lichtmetalen velgen, donker getint glas achter, in delen neerklapbare achterbank, elektrisch bedienbare en verwarmde buitenspiegels, elektrisch bedienbare ramen voor en metallic lak. U verwacht natuurlijk electronic climate control in deze auto, en die is er dan ook. Op een rustige weg komt de cruise control helemaal tot z'n recht. En dan is deze auto ook nog eens voorzien van lederen stuur, isofix-aansluiting en centrale deurvergrendeling met afstandsbediening. Als dit de auto is die u zoekt, wacht dan niet langer en plan direct online een proefrit. Spinveld Autobedrijf is een universeel autobedrijf. Wij hebben ruim 100 occasions op voorraad. Wij zijn RDW-erkend en kunnen de auto’s ook ter plaatse tenaamstellen op uw naam. Tevens hebben wij de mogelijkheid om u een autoverzekering aan te bieden met een lage premie. Ook het regelen van een Autofinanciering kunnen wij u aanbieden, vraag naar de mogelijkheden. Garantie is mogelijk voor meerprijs. Wij zijn doordeweeks geopend van maandag t/m vrijdag tussen 10:00 en 17.30 uur, op zaterdag tussen 10:00 tot 17:00 uur. En op zondag zijn wij enkel geopend op afspraak. Buiten openingstijden zijn wij geopend op afspraak !!! BEZICHTIGING/PROEFRIT UITSLUITEND OP AFSPRAAK. INRUIL IS MOGELIJK Hoewel de informatie op deze website permanent zo accuraat en actueel mogelijk wordt weergegeven, zijn wijzigingen in modellen, uitvoeringen, prijzen, technische specificaties, afbeeldingen, of andere informatie op deze website te allen tijde voorbehouden. Het is onmogelijk om transmissiefouten volledig uit te sluiten. Aan de inhoud van deze website kunnen derhalve op geen enkele wijze rechten worden ontleend. Wij adviseren de opties en specificaties zelf te controleren. Bij twijfels kunt u ons altijd vrijblijvend contacteren. Voor meer informatie, vragen of het maken van een afspraak kunt u ons gerust bellen of mailen. Bel 076-7859373 of 0031638276840 voor een proefrit. Spinveld 35 A 4815HR Breda 0767859373 info@spinveldautobedrijf.nl www.spinveldautobedrijf.nl",Benzine,,,Opel,72863,Corsa,,51,6750.0,Autobedrijf,Handgeschakeld,,10/2014
,"Super stoere StreetKA met Hardtop, voorzien van unieke Wrap. Heeft deze auto u interesse gewekt? Neem dan contact op met ons verkoopteam. We zijn dagelijks bereikbaar van 08.00 tot 17.00 op telefoonnummer 0575 472993 ook kunt u ons via whatsapp benaderen op telefoonnummer 0640247425 ook buiten de openingstijden. Ga naar onze website voor een uitgebreide foto reportage. www.hoetinkautomotive.nl De prijs van de auto is incl. tenaamstelling en een geldige APK.  Inruil van uw huidige auto is mogelijk ongeacht de staat en de leeftijd. Benieuwd wat we kunnen bieden? Kom dan naar onze showroom of stuur ons wat foto’s via whatsapp op het nummer: 0619293410 mailen kan uiteraard ook. info@hoetinkautomotive.nl.  Hoetink Automotive staat voor u klaar. Ons team bestaat uit autoliefhebbers die graag meedenken met de aanschaf van uw occasion. U kunt bij ons terecht voor alles wat met mobiliteit te maken heeft. We beschikken over een werkplaats met de nieuwste apparatuur en kunnen alle merken repareren en onderhouden. Daarnaast kunt u bij ons terecht voor de financiering en de verzekering van uw occasion. Openingstijden: Maandag t/m Vrijdag 08.00 -17.00 Zaterdag 10.00 – 17.00 Alle moeite is genomen om deze advertentie met grote zorgvuldigheid samen te stellen. Fouten zijn echter nooit uit te sluiten. Controleer daarom voor aankoop de zaken die u keuze zouden kunnen beïnvloeden. Acceleratie (0-100):  Topsnelheid:  Laadvermogen:  GVW:  Wielbasis:  Energielabel:  Schade:  Aantal sleutels:  BTW/marge:  Motorrijtuigenbelasting:   per kwartaal Optioneel afleverpakket (€ 995):   Het afleverpakket bestaat uit, - 12 maanden Bovag garantie  - Nieuwe APK - Onderhoud conform leeftijd en kilometers  - Volledig Reinigen + premium lakbehandeling Dit afleverpakket bevat: BOVAG garantie (12 maanden); BOVAG 40-Puntencheck; BOVAG Afleverbeurt",Benzine,,Ja,Ford,125177,Streetka,,70,3940.0,Autobedrijf,Handgeschakeld,,06/2004
,"De eendrachtige samenwerking van de benzinemotor en de elektromotor geeft deze Kia Niro zijn geweldige rijkwaliteiten. Ook is de auto voorzien van: 16 inch lichtmetalen velgen, halflederen bekleding, LED-dagrijverlichting, aluminium dakrailing, elektrisch inklapbare buitenspiegels en in hoogte verstelbare voorstoelen.  Alles vrij achter? De achteruitrijcamera laat het meteen zien. U bedient het full map navigatiesysteem en het audiosysteem via knoppen op het stuur. Zo kunt u steeds uw aandacht gericht houden op de weg. Met electronic climate control hoeft u alleen de gewenste temperatuur in te stellen. Het systeem doet de rest. Natuurlijk is een complete auto als deze ook voorzien van sensoren die de omgeving in de gaten houden. Deze Kia heeft niet alleen een automatisch inschakelbare verlichting aan boord, maar ook een regensensor. Kilometers rijden met een exacte snelheid? Dan is de cruise control je vriend! En deze auto heeft ook automatisch dimmende binnenspiegel, lederen stuur en versnellingspook en centrale deurvergrendeling met afstandsbediening als standaard uitrusting.  Zoals u mag verwachten van deze Kia Niro is hij uitgerust met een reeks aan actieve veiligheidssystemen. Het Lane-keeping systeem registreert permanent of u binnen de lijnen van de rijstrook blijft; dwaalt u onbedoeld af, dan waarschuwt het systeem en corrigeert de koers. Bij een noodstop levert de Brake Assist automatisch nóg meer remkracht om de remweg te verkorten. Dankzij veiligheidsvoorzieningen als hill hold functie en bandenspanningcontrolesysteem, bent u steeds veilig onderweg.  Even bellen voor een afspraak en deze Kia staat voor u klaar! -- BELLEN IS SNELLER -- BEZICHTIGING/PROEFRIT OP AFSPRAAK! DINSDAG GESLOTEN INRUILEN KAN Op onze website kunt u een inruilverzoek indienen! Ga naar www.automakelaaraanhuis.nl en zoek de auto die u wenst! Bij deze auto detailpagina kunt u gemakkelijk een inruilvoorstel aanvragen. FINANCIEREN KAN Wij zijn erg goed in het regelen van financieringen. Wij vergelijken bij 18 banken en hebben vaak al binnen 1 of 2 dagen duidelijk of financieren mogelijk is voor u. Op onze website bij de auto die u wenst kunt u gemakkelijk een berekening of aanvraag doen voor een vrijblijvend financieringsvoorstel! U geniet van extra zekerheid bij uw aankoop door de controle van Automakelaar aan Huis voordat wij de auto te koop aan bieden. U kunt kiezen voor garantie bij auto's voor 6 maanden of 12 maanden.  Auto's tot 350PK en met minder dan 180.000km: 500 euro voor 6 maanden garantie 750 euro voor 12 maanden garantie 1000 euro voor ​12 maanden BOVAG garantie (tot 275PK) Auto's tot 600PK en met minder dan 120.000km: 1250 euro voor 6 maanden Excellent garantie 2000 euro voor 12 maanden Excellent garantie Vriendelijke groet, Tom Wesselingh Automakelaar aan Huis Nijverheidsweg 17-O, Mijdrecht 0297-224549 www.automakelaaraanhuis.nl Modelreeks:  Typenummer:  Koppel:  Vooras: Bandenprofiel links:  ; Bandenprofiel rechts:  Achteras: Bandenprofiel links:  ; Bandenprofiel rechts:  Tankinhoud:  Acceleratie (0-100):  Topsnelheid:  Afmetingen (LxB):  Wielbasis:  Laadvermogen:  GVW:  Max. trekgewicht:   (ongeremd 600 kg) Energielabel:  Gemiddeld brandstofverbruik:   (1 op 26,3) Brandstofverbruik in de stad:   (1 op 26,3) Brandstofverbruik op de snelweg:   (1 op 25,6) Optische staat:  Staat interieur:  Aantal sleutels:  BTW/marge:  Motorrijtuigenbelasting:   per kwartaal Inbegrepen afleverpakket:   Gewassen auto, voldoende brandstof, geldige APK, en onafhankelijke inspectie door Automakelaar aan Huis Storingsmelding:  Bandenset: ",Elektro/Benzine,,Ja,Kia,122708,Niro,,104,14999.0,Autobedrijf,Automatisch,,04/2018
,"Bij Multivan Bedrijfswagens vindt u een ruim aanbod bedrijfswagens die aansluiten bij uw werk en werkwijze. Met jarenlange ervaring en technische expertise bieden we eerlijk advies en vakkundige service – van aanschaf en aanpassingen op maat tot onderhoud en reparatie. Wij werken met garantiepakketten: 🔹   – 6 maanden garantie tot 30.000 km (€1.000 excl. BTW) 🔹   – 12 maanden garantie tot 45.000 km (€1.500 excl. BTW) Inruilen? Stuur ons foto’s via WhatsApp op +316 - 25 15 83 98 of kom langs voor een indicatie. Financiering is mogelijk. Wij zijn BOVAG-erkend en RDW-aangesloten, dus gegarandeerd kwaliteit en betrouwbaarheid. Bekijk ons aanbod op www.Multivan.nl. Behalve anders vermeld, zijn onze voertuigen altijd geadverteerd exclusief BTW en exclusief BPM We hebben er alles aan gedaan om de informatie in deze advertentie zo nauwkeurig mogelijk weer te geven. Desondanks kunnen er geen rechten worden ontleend aan de verstrekte gegevens. Wij raden u aan om niet uitsluitend op deze informatie te vertrouwen, maar zelf de voor u belangrijke details te controleren.  Modelreeks:  Koppel:  Tankinhoud:  Acceleratie (0-100):  Topsnelheid:  Lengte:  Wielbasis:  Laadvermogen:  GVW:  Max. trekgewicht:   (ongeremd 535 kg) Energielabel:  Optische staat:  Staat interieur:  BTW/marge:  Motorrijtuigenbelasting:   per kwartaal Inbegrepen afleverpakket:  Neem voor meer informatie contact op met Wigcher Rietsema",Benzine,,,Renault,252550,Clio,,72,2000.0,Autobedrijf,Handgeschakeld,,10/2006
,"Volkswagen T-Roc 1.0 TSI Style – LED Pakket, Apple CarPlay, Camera, Navi, NL Auto Deze prachtige Volkswagen T-Roc 1.0 TSI Style is de perfecte combinatie van stijl, comfort en technologie. De auto is afkomstig uit Nederland, heeft een lage kilometerstand en is dealeronderhouden. Dankzij het LED Pakket geniet je van heldere verlichting en een modern design. De Apple CarPlay zorgt ervoor dat je onderweg altijd verbonden blijft, en met de achteruitrijcamera parkeer je eenvoudig en veilig. Kenmerken: 1.0 TSI motor voor uitstekende prestaties en zuinigheid LED Verlichting voor een stijlvolle en veilige rijervaring Apple CarPlay voor naadloze integratie van je smartphone Navigatie Systeem voor altijd de juiste route Achteruitrijcamera voor gemakkelijke parkeermanoeuvres Originele Nederlandse Auto, dealeronderhouden met NAP Met zijn ruime interieur, moderne technologie en betrouwbare prestaties is deze T-Roc de ideale keuze voor wie op zoek is naar een jonge, goed onderhouden auto Naam: Leon Van Hout Functie: Verkoop Adviseur Acceleratie (0-100):  Topsnelheid:  Wielbasis:  Laadvermogen:  GVW:  Max. trekgewicht:   (ongeremd 630 kg) Energielabel:  Onderhoudsboekjes:  BTW/marge:  Motorrijtuigenbelasting:   per kwartaal",Benzine,,Ja,Volkswagen,127433,T-Roc,,85,15945.0,Autobedrijf,Handgeschakeld,,01/2018
,"Bekijk de   op autohero.com voor meer informatie over de onderhoudshistorie, autogegevens, tekenen van slijtage en andere details. https://www.autohero.com/NL/volkswagen-tiguan/id/71c3d33e-e6a6-40f1-b48a-bf80953d9fa6/?utm_source=CLA&utm_medium=classifieds&utm_campaign=classifieds_NL",Benzine,12,,Volkswagen,45003,Tiguan,1,118,15049.0,Autobedrijf,Automatisch,,01/2015
,"Welkom! Flex Cars Eurorepar Zwaag is een Bovag automobielbedrijf, heeft meer als 25 jaar ervaring in auto retail en specialiseert zich in aankoop en verkoop van gebruikte kwaliteitsauto's. Bij Flex Cars kunt u er vanuit gaan dat iedere auto grondig door ons is geïnspecteerd. De geadverteerde verkoopprijzen zijn inclusief niet vermijdbare kosten, zoals de tenaamstelling van de auto. Voor extra zekerheid kunt u kiezen voor een aanvullend Onderhoudspakket hierin bieden wij twee pakketten deze kunt u vinden onder het kopje Onderhoudspakketten. Uw interesse gewekt ? Graag nodigen wij u dan ook uit voor een bezichtiging/proefrit en uiteraard voor een passend voorstel voor uw huidige auto.      Voor meer informatie, vragen en of een afspraak kunt u ons gerust bellen 0229-508555 of mail naar verkoop@flexcarszwaag.nl.  (whatsapp 06-51175454)  Openingstijden: Maandag t/m vrijdag 09.00 tot 18.00. Zaterdag 09.00 tot 17.00 Zondag (gesloten) U bent van harte welkom bij De Occasionspecialist van West-Friesland!       FLEX CARS ZWAAG      De Oude Veiling 113      1689 AD Zwaag Tel: 0229-508555 email : verkoop@flexcarszwaag.nl website :  www.flexcarszwaag.nl Bandenmaat:  Acceleratie (0-100):  Topsnelheid:  Afmetingen (LxBxH):  Wielbasis:  Laadvermogen:  GVW:  Max. trekgewicht:   (ongeremd 400 kg) Energielabel:  Aantal sleutels:  BTW/marge:  Motorrijtuigenbelasting:   per kwartaal   Dit afleverpakket bevat: Huisgarantie (6 maanden garantie)   Dit afleverpakket bevat: BOVAG garantie (12 maanden); BOVAG 40-Puntencheck; BOVAG Afleverbeurt; Huisgarantie (12 maanden garantie)",Benzine,,Ja,Kia,169527,Picanto,,51,3940.0,Autobedrijf,Handgeschakeld,,08/2011
